Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
860190,576 CHINOOK GATE SQ SW,"$455,287","$446,100",05/13/2019,Chinook Gate,Single Family,2 Storey,2097,2018
860214,821 CHINOOK GATE PR SW,"$420,937","$412,500",05/22/2019,Chinook Gate,Single Family,2 Storey,1634,2018
860222,837 CHINOOK GATE PR SW,"$396,814","$388,800",05/22/2019,Chinook Gate,Single Family,2 Storey,1500,2018
859516,405 CHINOOK GATE SQ SW,"$354,339","$347,200",05/23/2019,Chinook Gate,Single Family,2 Storey,1781,2018
855278,270 COOPERSWOOD GR SW,"$409,815","$408,800",07/04/2016,Coopers Crossing,Duplex,2 Storey,1792,2015
855824,159 COOPERSFIELD WY SW,"$530,000","$506,400",07/05/2016,Coopers Crossing,Single Family,2 Storey,2430,2015
855830,171 COOPERSFIELD WY SW,"$584,150","$558,200",07/06/2016,Coopers Crossing,Single Family,2 Storey,2359,2015
855283,110 COOPERSWOOD PL SW,"$371,383","$354,900",07/06/2016,Coopers Crossing,Duplex,2 Storey,1706,2015
850456,46 COOPERSTOWN CO SW,"$812,940","$776,800",07/07/2016,Coopers Crossing,Single Family,2 Storey,2561,2016
778135,18 COOPERS CL SW,"$420,000","$401,300",07/21/2016,Coopers Crossing,Single Family,Bungalow,1405,2002
844433,708 COOPERS SQ SW,"$545,000","$520,700",07/20/2016,Coopers Crossing,Single Family,2 Storey,2436,2008
853056,1246 COOPERS DR SW,"$494,285","$495,200",07/28/2016,Coopers Crossing,Single Family,2 Storey,2217,2015
855823,158 COOPERSFIELD WY SW,"$499,916","$477,700",07/28/2016,Coopers Crossing,Single Family,2 Storey,2193,2015
855277,266 COOPERSWOOD GR SW,"$371,383","$369,200",07/27/2016,Coopers Crossing,Duplex,2 Storey,1631,2015
841100,2593 COOPERS CI SW,"$620,000","$592,400",07/12/2016,Coopers Crossing,Single Family,2 Storey,2566,2005
853046,1226 COOPERS DR SW,"$504,761","$482,300",07/19/2016,Coopers Crossing,Single Family,2 Storey,2360,2015
855301,146 COOPERSWOOD PL SW,"$414,900","$396,400",07/18/2016,Coopers Crossing,Duplex,2 Storey,1625,2015
853042,1218 COOPERS DR SW,"$505,000","$481,600",08/18/2016,Coopers Crossing,Single Family,2 Storey,2308,2015
854261,501 110 COOPERS CM SW,"$394,000","$357,600",08/18/2016,Coopers Crossing,Condo,2 Storey,1657,2013
853052,1238 COOPERS DR SW,"$516,944","$493,000",08/22/2016,Coopers Crossing,Single Family,2 Storey,2321,2015
150105,2520 COOPERS CI SW,"$535,000","$510,200",08/24/2016,Coopers Crossing,Single Family,2 Storey,2224,2004
854251,292 COOPERS PA SW,"$1,078,190","$1,028,200",08/25/2016,Coopers Crossing,Single Family,Bungalow,1777,2016
841116,2576 COOPERS CI SW,"$377,500","$360,000",08/15/2016,Coopers Crossing,Single Family,2 Storey,1577,2005
855275,258 COOPERSWOOD GR SW,"$386,145","$368,200",08/26/2016,Coopers Crossing,Duplex,2 Storey,1641,2015
150314,2848 COOPERS MR SW,"$455,000","$433,900",08/26/2016,Coopers Crossing,Single Family,2 Storey,2192,2005
844448,736 COOPERS SQ SW,"$590,000","$562,600",08/17/2016,Coopers Crossing,Single Family,2 Storey,2311,2009
855801,776 COOPERS CR SW,"$594,900","$567,300",08/19/2016,Coopers Crossing,Single Family,2 Storey,2253,2015
851924,26 COOPERSTOWN RO SW,"$610,000","$581,700",08/10/2016,Coopers Crossing,Single Family,2 Storey,1905,2015
848729,142 COOPERSTOWN LN SW,"$625,000","$596,000",08/04/2016,Coopers Crossing,Single Family,2 Storey,2425,2011
848740,167 COOPERSTOWN LN SW,"$523,000","$498,700",08/05/2016,Coopers Crossing,Single Family,2 Storey,2144,2011
853049,1233 COOPERS DR SW,"$655,238","$636,300",08/29/2016,Coopers Crossing,Single Family,2 Storey,2728,2014
844477,824 COOPERS SQ SW,"$590,000","$562,600",08/11/2016,Coopers Crossing,Single Family,2 Storey,2441,2008
855803,780 COOPERS CR SW,"$530,000","$505,400",09/19/2016,Coopers Crossing,Single Family,2 Storey,2537,2015
855265,218 COOPERSWOOD GR SW,"$448,386","$427,600",09/19/2016,Coopers Crossing,Duplex,2 Storey,1608,2016
848629,376 COOPERS TC SW,"$1,061,143","$1,011,900",09/19/2016,Coopers Crossing,Single Family,Bungalow,1775,2016
855760,106 COOPERSFIELD WY SW,"$807,349","$769,900",09/16/2016,Coopers Crossing,Single Family,2 Storey,2873,2016
855798,769 COOPERS CR SW,"$499,900","$476,700",09/15/2016,Coopers Crossing,Duplex,Bungalow,1424,2016
853054,1242 COOPERS DR SW,"$535,533","$510,700",09/30/2016,Coopers Crossing,Single Family,2 Storey,2347,2015
855287,118 COOPERSWOOD PL SW,"$385,779","$367,900",09/30/2016,Coopers Crossing,Duplex,2 Storey,1694,2015
840423,2740 COOPERS MR SW,"$533,000","$508,300",09/21/2016,Coopers Crossing,Single Family,2 Storey,2218,2004
778274,920 COOPERS DR SW,"$560,000","$534,000",09/24/2016,Coopers Crossing,Single Family,2 Storey,2383,2003
778125,29 COOPERS CL SW,"$468,000","$446,300",09/07/2016,Coopers Crossing,Single Family,Bilevel,1548,2002
855289,122 COOPERSWOOD PL SW,"$371,383","$370,400",09/13/2016,Coopers Crossing,Duplex,2 Storey,1721,2015
844400,619 COOPERS SQ SW,"$698,500","$673,100",10/17/2016,Coopers Crossing,Single Family,2 Storey,2971,2009
855261,202 COOPERSWOOD GR SW,"$380,368","$381,000",10/14/2016,Coopers Crossing,Duplex,2 Storey,1696,2015
855276,262 COOPERSWOOD GR SW,"$375,786","$362,100",10/21/2016,Coopers Crossing,Duplex,2 Storey,1706,2015
847004,235 COOPERS HL SW,"$835,000","$804,700",10/19/2016,Coopers Crossing,Single Family,2 Storey,2911,2010
853102,119 COOPERSTOWN PL SW,"$495,142","$477,200",10/13/2016,Coopers Crossing,Single Family,2 Storey,2114,2016
848617,328 COOPERS TC SW,"$950,000","$915,500",10/13/2016,Coopers Crossing,Single Family,2 Storey,3171,2011
778173,143 COOPERS CL SW,"$405,000","$390,300",10/28/2016,Coopers Crossing,Single Family,2 Storey,1613,2003
844417,668 COOPERS SQ SW,"$715,000","$689,000",10/21/2016,Coopers Crossing,Single Family,2 Storey,2378,2010
202241,756 COOPERS DR SW,"$518,000","$499,200",10/25/2016,Coopers Crossing,Single Family,2 Storey,2200,2003
850464,78 COOPERSTOWN CO SW,"$760,714","$733,100",10/07/2016,Coopers Crossing,Single Family,2 Storey,2445,2016
855762,114 COOPERSFIELD WY SW,"$984,482","$948,700",10/03/2016,Coopers Crossing,Single Family,2 Storey,2940,2016
855288,119 COOPERSWOOD PL SW,"$415,385","$379,000",10/01/2016,Coopers Crossing,Townhouse,2 Storey,1747,2015
855800,773 COOPERS CR SW,"$476,500","$476,300",11/04/2016,Coopers Crossing,Duplex,Bungalow,1402,2016
854239,244 COOPERS PA SW,"$969,457","$922,600",11/02/2016,Coopers Crossing,Single Family,2 Storey,2984,2016
848748,183 COOPERSTOWN LN SW,"$460,000","$437,800",11/10/2016,Coopers Crossing,Single Family,2 Storey,2109,2011
585641,127 100 COOPERS CM SW,"$299,900","$274,400",11/10/2016,Coopers Crossing,Condo,2 Storey,1421,2006
855827,166 COOPERSFIELD WY SW,"$503,255","$503,700",11/09/2016,Coopers Crossing,Single Family,2 Storey,2172,2015
844475,820 COOPERS SQ SW,"$540,000","$513,900",11/25/2016,Coopers Crossing,Single Family,2 Storey,2588,2012
855274,254 COOPERSWOOD GR SW,"$371,383","$353,400",11/28/2016,Coopers Crossing,Duplex,2 Storey,1694,2016
853085,1313 COOPERS DR SW,"$390,000","$371,200",11/29/2016,Coopers Crossing,Duplex,2 Storey,1706,2013
855825,162 COOPERSFIELD WY SW,"$591,204","$562,600",11/22/2016,Coopers Crossing,Single Family,Bungalow,1396,2016
855819,150 COOPERSFIELD WY SW,"$634,085","$603,500",11/23/2016,Coopers Crossing,Single Family,2 Storey,2667,2016
855829,170 COOPERSFIELD WY SW,"$523,714","$501,400",12/08/2016,Coopers Crossing,Single Family,2 Storey,2182,2016
842337,663 COOPERS DR SW,"$455,000","$435,600",12/05/2016,Coopers Crossing,Single Family,Bungalow,1443,2005
855809,800 COOPERS CR SW,"$591,000","$565,800",12/09/2016,Coopers Crossing,Single Family,2 Storey,2503,2016
855767,134 COOPERSFIELD WY SW,"$643,739","$616,300",12/13/2016,Coopers Crossing,Single Family,2 Storey,2358,2016
841121,2596 COOPERS CI SW,"$459,000","$439,400",12/15/2016,Coopers Crossing,Single Family,Bungalow,1310,2006
855816,143 COOPERSFIELD WY SW,"$525,000","$507,500",01/27/2017,Coopers Crossing,Single Family,2 Storey,2476,2016
778267,941 COOPERS DR SW,"$480,000","$464,000",01/31/2017,Coopers Crossing,Single Family,2 Storey,2087,2003
778211,744 COOPERS DR SW,"$450,000","$435,000",01/20/2017,Coopers Crossing,Single Family,2 Storey,1665,1999
855761,110 COOPERSFIELD WY SW,"$692,497","$701,300",01/25/2017,Coopers Crossing,Single Family,Bungalow,1364,2016
855766,130 COOPERSFIELD WY SW,"$806,395","$779,500",01/10/2017,Coopers Crossing,Single Family,2 Storey,2446,2016
843251,147 COOPERS HL SW,"$699,900","$676,500",01/11/2017,Coopers Crossing,Single Family,2 Storey,2430,2007
842365,627 COOPERS DR SW,"$480,000","$458,600",02/10/2017,Coopers Crossing,Single Family,2 Storey,2139,2006
854854,402 110 COOPERS  CM  SW,"$340,000","$313,600",02/03/2017,Coopers Crossing,Condo,2 Storey,1735,2013
848620,340 COOPERS TC SW,"$925,000","$883,800",02/08/2017,Coopers Crossing,Single Family,2 Storey,2813,2015
855272,246 COOPERSWOOD GR SW,"$371,383","$354,900",02/07/2017,Coopers Crossing,Duplex,2 Storey,1641,2016
854242,256 COOPERS PA SW,"$1,296,776","$1,239,100",02/16/2017,Coopers Crossing,Single Family,2 Storey,3295,2015
855810,804 COOPERS CR SW,"$652,527","$623,500",03/30/2017,Coopers Crossing,Single Family,2 Storey,2542,2016
853108,131 COOPERSTOWN PL SW,"$445,058","$425,300",03/31/2017,Coopers Crossing,Single Family,2 Storey,1879,2014
150104,2516 COOPERS CI SW,"$535,000","$511,200",03/06/2017,Coopers Crossing,Single Family,2 Storey,2177,2004
841093,2621 COOPERS CI SW,"$670,000","$640,200",03/10/2017,Coopers Crossing,Single Family,2 Storey,2369,2006
855271,242 COOPERSWOOD GR SW,"$390,000","$373,200",04/05/2017,Coopers Crossing,Duplex,2 Storey,1706,2016
855273,250 COOPERSWOOD GR SW,"$385,000","$368,400",04/07/2017,Coopers Crossing,Duplex,2 Storey,1694,2016
855267,226 COOPERSWOOD GR SW,"$371,383","$355,400",04/07/2017,Coopers Crossing,Duplex,2 Storey,1694,2016
844455,752 COOPERS SQ SW,"$460,000","$440,200",05/18/2017,Coopers Crossing,Single Family,2 Storey,2027,2008
855266,222 COOPERSWOOD GR SW,"$370,485","$368,000",05/23/2017,Coopers Crossing,Duplex,2 Storey,1608,2016
848644,612 COOPERS CR SW,"$961,904","$968,400",05/20/2017,Coopers Crossing,Single Family,2 Storey,3050,2015
855788,749 COOPERS CR SW,"$493,219","$494,000",05/16/2017,Coopers Crossing,Duplex,Bungalow,1402,2016
855306,162 COOPERSWOOD PL SW,"$385,000","$368,400",05/30/2017,Coopers Crossing,Duplex,2 Storey,1608,2014
855268,230 COOPERSWOOD GR SW,"$384,900","$368,300",05/27/2017,Coopers Crossing,Duplex,2 Storey,1721,2016
778260,903 COOPERS DR SW,"$505,000","$483,300",05/31/2017,Coopers Crossing,Single Family,2 Storey,1901,2003
853104,123 COOPERSTOWN PL SW,"$583,963","$558,900",05/24/2017,Coopers Crossing,Single Family,2 Storey,2180,2016
843242,111 COOPERS HL SW,"$582,500","$557,500",05/26/2017,Coopers Crossing,Single Family,2 Storey,2337,2007
842721,969 COOPERS DR SW,"$575,500","$550,800",05/26/2017,Coopers Crossing,Single Family,2 Storey,2072,2006
841111,2556 COOPERS CI SW,"$545,000","$521,600",05/10/2017,Coopers Crossing,Single Family,2 Storey,2282,2005
850457,50 COOPERSTOWN CO SW,"$695,409","$665,500",05/15/2017,Coopers Crossing,Single Family,2 Storey,2366,2016
857731,1417 COOPERS LD SW,"$1,075,000","$1,028,800",05/10/2017,Coopers Crossing,Single Family,2 Storey,2392,2016
855263,210 COOPERSWOOD GR SW,"$390,000","$373,200",05/02/2017,Coopers Crossing,Duplex,2 Storey,1631,2016
854242,256 COOPERS PA SW,"$1,215,000","$1,162,800",05/03/2017,Coopers Crossing,Single Family,2 Storey,3295,2015
855791,756 COOPERS CR SW,"$494,000","$472,800",05/02/2017,Coopers Crossing,Single Family,2 Storey,2177,2016
778279,940 COOPERS DR SW,"$475,000","$454,600",05/04/2017,Coopers Crossing,Single Family,2 Storey,2003,2003
855280,103 COOPERSWOOD PL SW,"$450,000","$419,500",06/17/2017,Coopers Crossing,Townhouse,2 Storey,1810,2015
848738,163 COOPERSTOWN LN SW,"$520,000","$497,100",06/16/2017,Coopers Crossing,Single Family,2 Storey,2313,2011
850466,86 COOPERSTOWN CO SW,"$702,155","$671,300",06/20/2017,Coopers Crossing,Single Family,2 Storey,2439,2016
851949,72 COOPERSTOWN PL SW,"$524,719","$501,600",06/27/2017,Coopers Crossing,Single Family,2 Storey,1936,2016
844443,727 COOPERS SQ SW,"$590,000","$564,000",06/28/2017,Coopers Crossing,Single Family,2 Storey,2337,2009
857734,1424 COOPERS LD SW,"$816,077","$780,200",06/23/2017,Coopers Crossing,Single Family,2 Storey,2597,2016
150125,2676 COOPERS CI SW,"$530,000","$506,700",06/10/2017,Coopers Crossing,Single Family,2 Storey,2053,2004
854236,232 COOPERS PA SW,"$920,000","$900,400",07/01/2017,Coopers Crossing,Single Family,2 Storey,2656,2016
844413,652 COOPERS SQ SW,"$625,000","$594,300",07/27/2017,Coopers Crossing,Single Family,2 Storey,2508,2010
853057,1249 COOPERS DR SW,"$727,000","$725,900",07/28/2017,Coopers Crossing,Single Family,Bungalow,1636,2013
848692,1145 COOPERS DR SW,"$899,000","$854,800",07/01/2017,Coopers Crossing,Single Family,2 Storey,2528,2015
855287,118 COOPERSWOOD PL SW,"$395,000","$375,600",07/04/2017,Coopers Crossing,Duplex,2 Storey,1694,2015
841134,142 COOPERS BA SW,"$479,500","$455,900",07/05/2017,Coopers Crossing,Single Family,2 Storey,2216,2006
855269,234 COOPERSWOOD GR SW,"$371,383","$365,500",07/05/2017,Coopers Crossing,Duplex,2 Storey,1625,2016
778137,26 COOPERS CL SW,"$436,000","$414,500",07/15/2017,Coopers Crossing,Single Family,2 Storey,1616,2003
855264,214 COOPERSWOOD GR SW,"$366,891","$361,200",07/21/2017,Coopers Crossing,Duplex,2 Storey,1706,2016
851945,56 COOPERSTOWN PL SW,"$563,000","$535,300",07/25/2017,Coopers Crossing,Single Family,2 Storey,2258,2014
844446,732 COOPERS SQ SW,"$576,500","$548,100",07/25/2017,Coopers Crossing,Single Family,2 Storey,2436,2008
844450,740 COOPERS SQ SW,"$633,000","$601,900",07/11/2017,Coopers Crossing,Single Family,2 Storey,2417,2010
841109,2557 COOPERS CI SW,"$625,000","$594,300",07/14/2017,Coopers Crossing,Single Family,2 Storey,1869,2006
841143,2632 COOPERS CI SW,"$420,000","$399,100",08/18/2017,Coopers Crossing,Single Family,2 Storey,1850,2006
854250,288 COOPERS PA SW,"$996,516","$947,000",08/31/2017,Coopers Crossing,Single Family,2 Storey,2504,2016
778121,15 COOPERS CL SW,"$487,500","$463,300",08/25/2017,Coopers Crossing,Single Family,2 Storey,2170,2002
851953,88 COOPERSTOWN PL SW,"$460,000","$437,100",08/09/2017,Coopers Crossing,Single Family,2 Storey,1924,2014
855804,781 COOPERS CR SW,"$600,000","$598,700",08/09/2017,Coopers Crossing,Duplex,2 Storey,2327,2015
855794,761 COOPERS CR SW,"$512,167","$486,700",08/11/2017,Coopers Crossing,Duplex,Bungalow,1424,2016
855802,777 COOPERS CR SW,"$516,277","$515,100",08/16/2017,Coopers Crossing,Duplex,2 Storey,2327,2015
855822,155 COOPERSFIELD WY SW,"$526,666","$500,500",08/15/2017,Coopers Crossing,Single Family,2 Storey,2402,2016
854243,260 COOPERS PA SW,"$1,053,784","$1,001,400",08/09/2017,Coopers Crossing,Single Family,Bungalow,1924,2016
841142,2628 COOPERS CI SW,"$464,400","$441,300",08/11/2017,Coopers Crossing,Single Family,2 Storey,2004,2006
855270,238 COOPERSWOOD GR SW,"$366,891","$361,100",08/10/2017,Coopers Crossing,Duplex,2 Storey,1625,2016
855294,131 COOPERSWOOD PL SW,"$400,943","$376,800",09/18/2017,Coopers Crossing,Townhouse,2 Storey,1747,2015
840435,2874 COOPERS MR SW,"$520,000","$495,400",09/16/2017,Coopers Crossing,Single Family,2 Storey,2211,2005
851935,16 COOPERSTOWN PL SW,"$535,000","$509,700",09/27/2017,Coopers Crossing,Single Family,2 Storey,2534,2013
778201,704 COOPERS DR SW,"$447,000","$425,900",09/29/2017,Coopers Crossing,Single Family,Bungalow,1484,2000
855290,123 COOPERSWOOD PL SW,"$379,020","$356,200",09/07/2017,Coopers Crossing,Townhouse,2 Storey,1705,2015
853062,1258 COOPERS DR SW,"$495,000","$471,600",09/11/2017,Coopers Crossing,Single Family,2 Storey,1955,2014
855297,138 COOPERSWOOD PL SW,"$385,000","$366,800",09/06/2017,Coopers Crossing,Duplex,2 Storey,1706,2015
848669,1085 COOPERS DR SW,"$1,000,000","$952,700",09/15/2017,Coopers Crossing,Single Family,2 Storey,3151,2012
150134,2733 COOPERS CI SW,"$469,000","$446,200",10/16/2017,Coopers Crossing,Single Family,2 Storey,1881,2003
853083,1305 COOPERS DR SW,"$383,000","$364,300",10/18/2017,Coopers Crossing,Duplex,2 Storey,1625,2014
844398,615 COOPERS SQ SW,"$560,000","$532,700",10/18/2017,Coopers Crossing,Single Family,2 Storey,2372,2007
848761,210 COOPERSTOWN LN SW,"$675,000","$642,100",10/20/2017,Coopers Crossing,Single Family,2 Storey,2621,2012
855828,167 COOPERSFIELD WY SW,"$582,772","$554,400",10/17/2017,Coopers Crossing,Single Family,2 Storey,2278,2017
150311,2836 COOPERS MR SW,"$441,000","$421,800",11/20/2017,Coopers Crossing,Single Family,2 Storey,2198,2005
848660,1045 COOPERS DR SW,"$849,800","$812,800",11/20/2017,Coopers Crossing,Single Family,2 Storey,2761,2013
585643,129 100 COOPERS CM SW,"$340,000","$321,300",11/23/2017,Coopers Crossing,Condo,2 Storey,1409,2006
855296,135 COOPERSWOOD PL SW,"$374,475","$353,900",11/23/2017,Coopers Crossing,Townhouse,2 Storey,1747,2015
853084,1309 COOPERS DR SW,"$380,000","$363,500",11/25/2017,Coopers Crossing,Duplex,2 Storey,1696,2013
778190,134 COOPERS CL SW,"$425,000","$406,500",11/24/2017,Coopers Crossing,Single Family,2 Storey,1752,2003
150110,2540 COOPERS CI SW,"$409,500","$391,700",11/09/2017,Coopers Crossing,Single Family,2 Storey,1727,2003
850467,90 COOPERSTOWN CO SW,"$708,571","$677,700",11/09/2017,Coopers Crossing,Single Family,2 Storey,2470,2017
848661,1049 COOPERS DR SW,"$995,000","$932,600",11/15/2017,Coopers Crossing,Single Family,2 Storey,3100,2011
858326,194 COOPERSFIELD WY SW,"$525,396","$502,500",11/15/2017,Coopers Crossing,Single Family,2 Storey,2404,2017
585648,134 100 COOPERS CM SW,"$390,000","$368,600",11/18/2017,Coopers Crossing,Condo,Bungalow,1153,2005
858291,6 COOPERSFIELD PA SW,"$686,383","$656,500",11/14/2017,Coopers Crossing,Single Family,2 Storey,2258,2017
842717,953 COOPERS DR SW,"$642,000","$621,200",12/01/2017,Coopers Crossing,Single Family,Bungalow,1525,2007
851938,28 COOPERSTOWN PL SW,"$520,639","$503,800",12/01/2017,Coopers Crossing,Single Family,2 Storey,2043,2017
855292,127 COOPERSWOOD PL SW,"$377,672","$372,100",12/06/2017,Coopers Crossing,Townhouse,2 Storey,1705,2015
778168,123 COOPERS CL SW,"$431,000","$417,000",12/06/2017,Coopers Crossing,Single Family,2 Storey,1619,2002
854523,1301 110 COOPERS CM SW,"$335,000","$317,500",12/07/2017,Coopers Crossing,Condo,2 Storey,1625,2013
858292,10 COOPERSFIELD PA SW,"$660,498","$639,100",12/08/2017,Coopers Crossing,Single Family,2 Storey,2334,2017
840419,2756 COOPERS MR SW,"$577,000","$558,300",12/12/2017,Coopers Crossing,Single Family,2 Storey,2264,2005
150320,2809 COOPERS MR SW,"$435,000","$420,900",12/12/2017,Coopers Crossing,Single Family,2 Storey,1596,2004
855787,745 COOPERS CR SW,"$452,965","$459,600",12/13/2017,Coopers Crossing,Duplex,Bungalow,1424,2016
858318,178 COOPERSFIELD WY SW,"$551,587","$533,700",12/19/2017,Coopers Crossing,Single Family,2 Storey,2562,2017
855284,111 COOPERSWOOD PL SW,"$382,742","$363,800",01/18/2018,Coopers Crossing,Townhouse,2 Storey,1705,2015
855815,142 COOPERSFIELD WY SW,"$519,047","$500,500",01/19/2018,Coopers Crossing,Single Family,Bungalow,1396,2016
858328,198 COOPERSFIELD WY SW,"$536,590","$543,300",01/23/2018,Coopers Crossing,Single Family,Bungalow,1494,2017
853097,108 COOPERSTOWN PL SW,"$637,500","$614,700",01/24/2018,Coopers Crossing,Single Family,2 Storey,2591,2014
855300,143 COOPERSWOOD PL SW,"$379,020","$361,200",02/28/2018,Coopers Crossing,Townhouse,2 Storey,1705,2015
848682,1125 COOPERS DR SW,"$955,000","$929,100",02/07/2018,Coopers Crossing,Single Family,2 Storey,2895,2014
858330,202 COOPERSFIELD WY SW,"$488,103","$474,900",02/07/2018,Coopers Crossing,Single Family,2 Storey,2136,2017
854240,248 COOPERS PA SW,"$999,546","$1,002,800",03/13/2018,Coopers Crossing,Single Family,2 Storey,2747,2017
853068,1269 COOPERS DR SW,"$385,000","$367,900",03/15/2018,Coopers Crossing,Duplex,2 Storey,1608,2014
847024,275 COOPERS HL SW,"$685,000","$654,500",03/21/2018,Coopers Crossing,Single Family,2 Storey,2383,2011
844403,624 COOPERS SQ SW,"$635,000","$611,000",04/20/2018,Coopers Crossing,Single Family,2 Storey,2420,2008
854233,220 COOPERS PA SW,"$1,250,000","$1,202,800",04/17/2018,Coopers Crossing,Single Family,2 Storey,3527,2015
856560,400 COOPERS BV SW,"$443,529","$425,000",04/17/2018,Coopers Crossing,Townhouse,Bungalow,1493,2017
855790,753 COOPERS CR SW,"$494,209","$499,300",04/16/2018,Coopers Crossing,Duplex,Bungalow,1424,2017
847028,283 COOPERS HL SW,"$697,500","$671,100",04/06/2018,Coopers Crossing,Single Family,2 Storey,2707,2011
844457,760 COOPERS SQ SW,"$562,500","$541,200",04/19/2018,Coopers Crossing,Single Family,2 Storey,2415,2008
