Property Address,Tax Roll,legal_desc,assessed_value_CAD,land_use,classifications,parcel_area (m2),year_built,living_area_above_grade_ft2,bldg_desc,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement
107 55 FAIRWAYS DR NW,757986,Plan: 0010075 Block/Unit: 7 Lot:,241000,R2-T Townhouse Residential District,Condominium,228,1999,1096,2 Storey,Yes,Yes,None,None,None,No
228 FAIRWAYS BA NW,757700,Plan: 9910023 Block/Unit: 6 Lot: 24,428000,R1 Single Detached Residential District,Single Family Dwelling,599,2001,1947,2 Storey,Yes,Yes,Yes,Yes,Yes,No
135 55 FAIRWAYS DR NW,758115,Plan: 0010075 Block/Unit: 35 Lot:,259000,R2-T Townhouse Residential District,Condominium,314,1999,1052,Bi-Level,Yes,Yes,Yes,No,None,No
23 103 FAIRWAYS DR NW,758150,Plan: 0210938 Block/Unit: 23 Lot:,288000,R2-T Townhouse Residential District,Condominium,289,2002,1042,Bi-Level,Yes,Yes,Yes,No,None,No
721 FAIRWAYS GR NW,774749,Plan: 0313255 Block/Unit: 6 Lot: 163,452000,R1 Single Detached Residential District,Single Family Dwelling,669,2004,2060,2 Storey,Yes,Yes,Yes,Yes,Yes,No
414 FAIRWAYS ME NW,774570,Plan: 0213225 Block/Unit: 6 Lot: 110,515000,R1 Single Detached Residential District,Single Family Dwelling,554,2003,1424,Bungalow,Yes,Yes,Yes,Yes,Yes,Yes
601 FAIRWAYS LD NW,774581,Plan: 0213225 Block/Unit: 6 Lot: 121,414000,R1 Single Detached Residential District,Single Family Dwelling,562,2003,2007,2 Storey,None,Yes,Yes,Yes,Yes,No
140 FAIRWAYS DR NW,757908,Plan: 9912655 Block/Unit: 6 Lot: 77,384000,R1 Single Detached Residential District,Single Family Dwelling,410,2001,1604,2 Storey,Yes,Yes,Yes,Yes,Yes,No
24 103 FAIRWAYS DR NW,758151,Plan: 0210938 Block/Unit: 24 Lot:,259000,R2-T Townhouse Residential District,Condominium,217,2002,1042,Bi-Level,Yes,Yes,Yes,No,None,No
418 305 1 AV NW,768900,Plan: 9910398 Block/Unit: 72 Lot:,198000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
406 305 1 AV NW,767900,Plan: 9910398 Block/Unit: 62 Lot:,198000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
208 305 1 AV NW,763500,Plan: 9910398 Block/Unit: 18 Lot:,165000,DC-01,Condominium,62,1998,712,Apartment,None,None,Yes,No,None,No
410 305 1 AV NW,768300,Plan: 9910398 Block/Unit: 66 Lot:,178000,DC-01,Condominium,62,1998,712,Apartment,None,None,Yes,No,None,No
321 305 1 AV NW,766900,Plan: 9910398 Block/Unit: 52 Lot:,190000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
315 305 1 AV NW,766300,Plan: 9910398 Block/Unit: 46 Lot:,170000,DC-01,Condominium,63,1998,714,Apartment,None,None,Yes,No,None,No
304 305 1 AV NW,765300,Plan: 9910398 Block/Unit: 36 Lot:,190000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
403 305 1 AV NW,767600,Plan: 9910398 Block/Unit: 59 Lot:,198000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
223 305 1 AV NW,764900,Plan: 9910398 Block/Unit: 32 Lot:,191000,DC-01,Condominium,79,1998,905,Apartment,None,None,Yes,No,None,No
107 305 1 AV NW,762400,Plan: 9910398 Block/Unit: 7 Lot:,185000,DC-01,Condominium,76,1998,865,Apartment,None,None,None,None,None,No
216 CENTRE AV NW,774502,Plan: 9912626 Block/Unit: 125 Lot:,253000,DC-01,Condominium,334,1999,1112,Bungalow,None,Yes,No,Yes,Yes,No
216 305 1 AV NW,764000,Plan: 9910398 Block/Unit: 23 Lot:,166000,DC-01,Condominium,62,1998,718,Apartment,None,None,Yes,No,None,No
218 CENTRE AV NW,774503,Plan: 9912626 Block/Unit: 126 Lot:,253000,DC-01,Condominium,335,1999,1112,Bungalow,None,Yes,No,Yes,Yes,No
401 305 1 AV NW,767400,Plan: 9910398 Block/Unit: 57 Lot:,162000,DC-01,Condominium,59,1998,594,Apartment,None,None,Yes,No,None,No
214 305 1 AV NW,763900,Plan: 9910398 Block/Unit: 22 Lot:,165000,DC-01,Condominium,62,1998,718,Apartment,None,None,Yes,No,None,No
306 305 1 AV NW,765500,Plan: 9910398 Block/Unit: 38 Lot:,190000,DC-01,Condominium,76,1998,865,Apartment,None,None,Yes,No,None,No
192 HILLCREST DR SW,855048,Plan: 1413171 Block/Unit: 6 Lot: 13,460000,R1 Single Detached Residential District,Single Family Dwelling,406,2015,2305,2 Storey,None,Yes,Yes,Yes,Yes,No
363 HILLCREST HT SW,854829,Plan: 1412170 Block/Unit: 7 Lot: 2,471000,R1 Single Detached Residential District,Single Family Dwelling,407,2016,2172,2 Storey,None,Yes,Yes,Yes,Yes,Yes
109 HILLCREST AV SW,856586,Plan: 1513207 Block/Unit: 16 Lot: 17,386000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,320,2016,1579,2 Storey,None,Yes,No,Yes,Yes,No
638 HILLCREST RD SW,856678,Plan: 1513207 Block/Unit: 15 Lot: 1,317000,R2-T Townhouse Residential District,Freehold Townhouse,273,2015,1509,2 Storey,None,Yes,No,Yes,None,No
266 HILLCREST CI SW,849682,Plan: 1111752 Block/Unit: 2 Lot: 22,432000,R1-U Urban Standard Residential District,Single Family Dwelling,395,2011,1926,2 Storey,Yes,Yes,Yes,Yes,Yes,No
38 HILLCREST ST SW,849707,Plan: 1111752 Block/Unit: 3 Lot: 20,453000,R1-U Urban Standard Residential District,Single Family Dwelling,499,2012,2118,2 Storey,Yes,Yes,Yes,Yes,Yes,No
224 HILLCREST DR SW,855064,Plan: 1413171 Block/Unit: 6 Lot: 21,458000,R1 Single Detached Residential District,Single Family Dwelling,563,2016,2080,2 Storey,None,Yes,Yes,Yes,None,No
98 HILLCREST HT SW,854794,Plan: 1412170 Block/Unit: 8 Lot: 11,445000,R1 Single Detached Residential District,Single Family Dwelling,393,2016,2124,2 Storey,None,Yes,Yes,Yes,Yes,No
145 HILLCREST AV SW,856595,Plan: 1513207 Block/Unit: 16 Lot: 26,341000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1247,2 Storey,None,None,Yes,Yes,Yes,No
179 HILLCREST CI SW,849647,Plan: 1111752 Block/Unit: 1 Lot: 20,398000,R1-U Urban Standard Residential District,Single Family Dwelling,347,2012,1872,2 Storey,None,Yes,Yes,Yes,Yes,No
147 HILLCREST HT SW,854816,Plan: 1412170 Block/Unit: 9 Lot: 12,573000,R1 Single Detached Residential District,Single Family Dwelling,728,2016,2590,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
141 HILLCREST AV SW,856594,Plan: 1513207 Block/Unit: 16 Lot: 25,369000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,320,2016,1384,2 Storey,Yes,Yes,Yes,No,Yes,No
319 HILLCREST DR SW,856629,Plan: 1513207 Block/Unit: 15 Lot: 24,297000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1360,2 Storey,None,Yes,No,Yes,None,No
673 HILLCREST RD SW,856687,Plan: 1513207 Block/Unit: 14 Lot: 9,311000,R2-T Townhouse Residential District,Freehold Townhouse,213,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
335 HILLCREST DR SW,856633,Plan: 1513207 Block/Unit: 15 Lot: 20,298000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1370,2 Storey,None,Yes,No,Yes,None,No
677 HILLCREST RD SW,856688,Plan: 1513207 Block/Unit: 14 Lot: 8,334000,R2-T Townhouse Residential District,Freehold Townhouse,266,2016,1447,2 Storey,None,Yes,Yes,Yes,Yes,Yes
240 HILLCREST DR SW,855068,Plan: 1413171 Block/Unit: 6 Lot: 25,517000,R1 Single Detached Residential District,Single Family Dwelling,547,2015,2396,2 Storey,None,Yes,Yes,Yes,Yes,No
133 HILLCREST AV SW,856592,Plan: 1513207 Block/Unit: 16 Lot: 23,353000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,320,2016,1449,2 Storey,None,None,Yes,Yes,Yes,No
260 HILLCREST DR SW,856609,Plan: 1513207 Block/Unit: 20 Lot: 5,452000,R1 Single Detached Residential District,Single Family Dwelling,477,2016,2124,2 Storey,None,Yes,Yes,Yes,Yes,No
657 HILLCREST RD SW,856683,Plan: 1513207 Block/Unit: 14 Lot: 13,345000,R2-T Townhouse Residential District,Freehold Townhouse,542,2016,1564,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
669 HILLCREST RD SW,856686,Plan: 1513207 Block/Unit: 14 Lot: 10,302000,R2-T Townhouse Residential District,Freehold Townhouse,213,2016,1389,2 Storey,None,Yes,Yes,Yes,None,Yes
331 HILLCREST DR SW,856632,Plan: 1513207 Block/Unit: 15 Lot: 21,303000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1439,2 Storey,None,Yes,No,Yes,None,No
661 HILLCREST RD SW,856684,Plan: 1513207 Block/Unit: 14 Lot: 12,301000,R2-T Townhouse Residential District,Freehold Townhouse,205,2015,1389,2 Storey,None,Yes,Yes,Yes,None,No
339 HILLCREST DR SW,856634,Plan: 1513207 Block/Unit: 15 Lot: 19,324000,R2-T Townhouse Residential District,Freehold Townhouse,269,2015,1560,2 Storey,None,Yes,No,Yes,None,No
665 HILLCREST RD SW,856685,Plan: 1513207 Block/Unit: 14 Lot: 11,310000,R2-T Townhouse Residential District,Freehold Townhouse,212,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
327 HILLCREST DR SW,856631,Plan: 1513207 Block/Unit: 15 Lot: 22,348000,R2-T Townhouse Residential District,Freehold Townhouse,269,2015,1560,2 Storey,Yes,Yes,No,Yes,None,No
626 HILLCREST RD SW,856672,Plan: 1513207 Block/Unit: 15 Lot: 4,315000,R2-T Townhouse Residential District,Freehold Townhouse,184,2015,1360,2 Storey,Yes,Yes,No,Yes,None,No
633 HILLCREST RD SW,856675,Plan: 1513207 Block/Unit: 14 Lot: 19,332000,R2-T Townhouse Residential District,Freehold Townhouse,370,2016,1565,2 Storey,None,Yes,Yes,Yes,Yes,Yes
649 HILLCREST RD SW,856681,Plan: 1513207 Block/Unit: 14 Lot: 15,317000,R2-T Townhouse Residential District,Freehold Townhouse,267,2016,1389,2 Storey,Yes,Yes,Yes,Yes,None,Yes
303 HILLCREST CI SW,854336,Plan: 1411136 Block/Unit: 1 Lot: 51,413000,R1-U Urban Standard Residential District,Single Family Dwelling,324,2014,1759,2 Storey,Yes,Yes,Yes,Yes,None,No
31 HILLCREST ST SW,849704,Plan: 1111752 Block/Unit: 2 Lot: 34,421000,R1-U Urban Standard Residential District,Single Family Dwelling,392,2012,1870,2 Storey,Yes,Yes,Yes,Yes,Yes,No
641 HILLCREST RD SW,856679,Plan: 1513207 Block/Unit: 14 Lot: 17,311000,R2-T Townhouse Residential District,Freehold Townhouse,225,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
637 HILLCREST RD SW,856677,Plan: 1513207 Block/Unit: 14 Lot: 18,302000,R2-T Townhouse Residential District,Freehold Townhouse,221,2016,1386,2 Storey,None,Yes,Yes,Yes,None,Yes
645 HILLCREST RD SW,856680,Plan: 1513207 Block/Unit: 14 Lot: 16,311000,R2-T Townhouse Residential District,Freehold Townhouse,240,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
247 HILLCREST CI SW,849673,Plan: 1111752 Block/Unit: 1 Lot: 37,450000,R1-U Urban Standard Residential District,Single Family Dwelling,392,2012,2113,2 Storey,Yes,Yes,Yes,Yes,Yes,No
1136 HILLCREST LN SW,851824,Plan: 1310094 Block/Unit: 11 Lot: 34,510000,R1-U Urban Standard Residential District,Single Family Dwelling,426,2013,2176,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
2 HILLCREST ST SW,849692,Plan: 1111752 Block/Unit: 3 Lot: 11,526000,R1-U Urban Standard Residential District,Single Family Dwelling,713,2011,2426,2 Storey,Yes,Yes,No,Yes,Yes,No
212 HILLCREST DR SW,855058,Plan: 1413171 Block/Unit: 6 Lot: 18,472000,R1 Single Detached Residential District,Single Family Dwelling,385,2015,2386,2 Storey,None,Yes,Yes,Yes,Yes,No
614 HILLCREST RD SW,856666,Plan: 1513207 Block/Unit: 15 Lot: 7,319000,R2-T Townhouse Residential District,Freehold Townhouse,255,2015,1506,2 Storey,None,Yes,No,Yes,None,No
205 HILLCREST DR SW,855055,Plan: 1413171 Block/Unit: 4 Lot: 42,444000,R1-U Urban Standard Residential District,Single Family Dwelling,390,2016,1960,2 Storey,None,Yes,Yes,Yes,Yes,Yes
299 HILLCREST CI SW,854335,Plan: 1411136 Block/Unit: 1 Lot: 50,439000,R1-U Urban Standard Residential District,Single Family Dwelling,341,2013,1870,2 Storey,None,Yes,Yes,Yes,Yes,No
602 HILLCREST RD SW,856660,Plan: 1513207 Block/Unit: 15 Lot: 10,319000,R2-T Townhouse Residential District,Freehold Townhouse,256,2015,1506,2 Storey,None,Yes,No,Yes,None,No
609 HILLCREST RD SW,856663,Plan: 1513207 Block/Unit: 14 Lot: 25,337000,R2-T Townhouse Residential District,Freehold Townhouse,333,2016,1447,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
617 HILLCREST RD SW,856667,Plan: 1513207 Block/Unit: 14 Lot: 23,310000,R2-T Townhouse Residential District,Freehold Townhouse,224,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
613 HILLCREST RD SW,856665,Plan: 1513207 Block/Unit: 14 Lot: 24,302000,R2-T Townhouse Residential District,Freehold Townhouse,224,2016,1389,2 Storey,None,Yes,Yes,Yes,None,Yes
307 HILLCREST DR SW,856623,Plan: 1513207 Block/Unit: 15 Lot: 27,298000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1370,2 Storey,None,Yes,No,Yes,None,No
629 HILLCREST RD SW,856673,Plan: 1513207 Block/Unit: 14 Lot: 20,323000,R2-T Townhouse Residential District,Freehold Townhouse,277,2016,1465,2 Storey,None,Yes,Yes,Yes,Yes,Yes
625 HILLCREST RD SW,856671,Plan: 1513207 Block/Unit: 14 Lot: 21,302000,R2-T Townhouse Residential District,Freehold Townhouse,224,2016,1389,2 Storey,None,Yes,Yes,Yes,None,Yes
2014 HILLCREST GR SW,851078,Plan: 1211252 Block/Unit: 10 Lot: 4,480000,R1 Single Detached Residential District,Single Family Dwelling,418,2012,2084,2 Storey,Yes,Yes,Yes,Yes,Yes,No
149 HILLCREST AV SW,856596,Plan: 1513207 Block/Unit: 16 Lot: 27,353000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,320,2016,1449,2 Storey,None,None,No,Yes,Yes,No
194 HILLCREST CI SW,849654,Plan: 1111752 Block/Unit: 2 Lot: 12,431000,R1-U Urban Standard Residential District,Single Family Dwelling,361,2012,1905,2 Storey,Yes,Yes,Yes,Yes,Yes,No
597 HILLCREST RD SW,856657,Plan: 1513207 Block/Unit: 14 Lot: 28,302000,R2-T Townhouse Residential District,Freehold Townhouse,222,2016,1389,2 Storey,None,Yes,Yes,Yes,None,Yes
2018 HILLCREST GR SW,851080,Plan: 1211252 Block/Unit: 10 Lot: 5,502000,R1 Single Detached Residential District,Single Family Dwelling,408,2013,2442,2 Storey,None,Yes,Yes,Yes,Yes,No
3453 HILLCREST RI SW,851148,Plan: 1211252 Block/Unit: 12 Lot: 14,332000,R2 Low Density Residential District,Duplex,309,2012,1513,2 Storey,None,Yes,Yes,Yes,None,No
355 HILLCREST DR SW,856638,Plan: 1513207 Block/Unit: 15 Lot: 15,311000,R2-T Townhouse Residential District,Freehold Townhouse,294,2015,1434,2 Storey,None,Yes,No,Yes,None,No
268 HILLCREST DR SW,856611,Plan: 1513207 Block/Unit: 20 Lot: 7,452000,R1 Single Detached Residential District,Single Family Dwelling,452,2016,2159,2 Storey,None,Yes,Yes,Yes,Yes,No
159 HILLCREST CI SW,849637,Plan: 1111752 Block/Unit: 1 Lot: 15,450000,R1-U Urban Standard Residential District,Single Family Dwelling,347,2011,1961,2 Storey,Yes,Yes,Yes,Yes,Yes,No
351 HILLCREST DR SW,856637,Plan: 1513207 Block/Unit: 15 Lot: 16,297000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1360,2 Storey,None,Yes,No,Yes,None,No
62 HILLCREST ST SW,849719,Plan: 1111752 Block/Unit: 3 Lot: 26,463000,R1-U Urban Standard Residential District,Single Family Dwelling,439,2011,2203,2 Storey,Yes,Yes,Yes,Yes,Yes,No
605 HILLCREST RD SW,856661,Plan: 1513207 Block/Unit: 14 Lot: 26,339000,R2-T Townhouse Residential District,Freehold Townhouse,278,2016,1465,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
593 HILLCREST RD SW,856655,Plan: 1513207 Block/Unit: 14 Lot: 29,311000,R2-T Townhouse Residential District,Freehold Townhouse,222,2016,1486,2 Storey,Yes,Yes,Yes,Yes,None,Yes
601 HILLCREST RD SW,856659,Plan: 1513207 Block/Unit: 14 Lot: 27,322000,R2-T Townhouse Residential District,Freehold Townhouse,223,2016,1389,2 Storey,Yes,Yes,Yes,Yes,None,Yes
594 HILLCREST RD SW,856656,Plan: 1513207 Block/Unit: 15 Lot: 12,298000,R2-T Townhouse Residential District,Freehold Townhouse,185,2015,1370,2 Storey,Yes,Yes,No,Yes,None,No
347 HILLCREST DR SW,856636,Plan: 1513207 Block/Unit: 15 Lot: 17,298000,R2-T Townhouse Residential District,Freehold Townhouse,194,2015,1370,2 Storey,Yes,Yes,No,Yes,None,No
216 HILLCREST DR SW,855060,Plan: 1413171 Block/Unit: 6 Lot: 19,492000,R1 Single Detached Residential District,Single Family Dwelling,431,2016,2576,2 Storey,None,Yes,Yes,Yes,Yes,No
585 HILLCREST RD SW,856651,Plan: 1513207 Block/Unit: 14 Lot: 31,332000,R2-T Townhouse Residential District,Freehold Townhouse,321,2016,1565,2 Storey,None,Yes,Yes,Yes,Yes,Yes
589 HILLCREST RD SW,856653,Plan: 1513207 Block/Unit: 14 Lot: 30,317000,R2-T Townhouse Residential District,Freehold Townhouse,222,2016,1388,2 Storey,Yes,Yes,Yes,Yes,None,Yes
1004 HILLCREST LN SW,851090,Plan: 1211252 Block/Unit: 11 Lot: 1,417000,R1-U Urban Standard Residential District,Single Family Dwelling,411,2012,1929,2 Storey,None,Yes,Yes,Yes,Yes,No
653 HILLCREST RD SW,856682,Plan: 1513207 Block/Unit: 14 Lot: 14,358000,R2-T Townhouse Residential District,Freehold Townhouse,961,2016,1565,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
573 HILLCREST RD SW,856648,Plan: 1513207 Block/Unit: 18 Lot: 3,310000,R2-T Townhouse Residential District,Freehold Townhouse,220,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
610 HILLCREST RD SW,856664,Plan: 1513207 Block/Unit: 15 Lot: 8,298000,R2-T Townhouse Residential District,Freehold Townhouse,185,2015,1370,2 Storey,None,Yes,No,Yes,None,No
581 HILLCREST RD SW,856650,Plan: 1513207 Block/Unit: 18 Lot: 1,338000,R2-T Townhouse Residential District,Freehold Townhouse,337,2016,1634,2 Storey,None,Yes,Yes,Yes,Yes,Yes
577 HILLCREST RD SW,856649,Plan: 1513207 Block/Unit: 18 Lot: 2,301000,R2-T Townhouse Residential District,Freehold Townhouse,220,2016,1368,2 Storey,None,Yes,Yes,Yes,None,Yes
569 HILLCREST RD SW,856647,Plan: 1513207 Block/Unit: 18 Lot: 4,301000,R2-T Townhouse Residential District,Freehold Townhouse,220,2016,1368,2 Storey,None,Yes,Yes,Yes,None,Yes
1109 HILLCREST LN SW,851817,Plan: 1310094 Block/Unit: 12 Lot: 27,363000,R2 Low Density Residential District,Duplex,302,2013,1825,2 Storey,None,Yes,Yes,Yes,None,No
598 HILLCREST RD SW,856658,Plan: 1513207 Block/Unit: 15 Lot: 11,321000,R2-T Townhouse Residential District,Freehold Townhouse,256,2015,1560,2 Storey,None,Yes,No,Yes,None,No
367 HILLCREST CI SW,854362,Plan: 1411136 Block/Unit: 1 Lot: 67,412000,R1-U Urban Standard Residential District,Single Family Dwelling,344,2014,1909,2 Storey,None,Yes,Yes,Yes,Yes,No
537 HILLCREST RD SW,856639,Plan: 1513207 Block/Unit: 18 Lot: 12,309000,R2-T Townhouse Residential District,Freehold Townhouse,271,2016,1447,2 Storey,None,Yes,Yes,Yes,None,No
561 HILLCREST RD SW,856645,Plan: 1513207 Block/Unit: 18 Lot: 6,343000,R2-T Townhouse Residential District,Freehold Townhouse,273,2016,1532,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
565 HILLCREST RD SW,856646,Plan: 1513207 Block/Unit: 18 Lot: 5,310000,R2-T Townhouse Residential District,Freehold Townhouse,219,2016,1486,2 Storey,None,Yes,Yes,Yes,None,Yes
557 HILLCREST RD SW,856644,Plan: 1513207 Block/Unit: 18 Lot: 7,310000,R2-T Townhouse Residential District,Freehold Townhouse,327,2016,1465,2 Storey,None,Yes,Yes,Yes,None,No
545 HILLCREST RD SW,856641,Plan: 1513207 Block/Unit: 18 Lot: 10,304000,R2-T Townhouse Residential District,Freehold Townhouse,218,2016,1486,2 Storey,None,Yes,Yes,Yes,None,No
541 HILLCREST RD SW,856640,Plan: 1513207 Block/Unit: 18 Lot: 11,318000,R2-T Townhouse Residential District,Freehold Townhouse,218,2016,1389,2 Storey,Yes,Yes,Yes,Yes,None,No
549 HILLCREST RD SW,856642,Plan: 1513207 Block/Unit: 18 Lot: 9,296000,R2-T Townhouse Residential District,Freehold Townhouse,218,2016,1389,2 Storey,None,Yes,Yes,Yes,None,No
159 HILLCREST HT SW,854819,Plan: 1412170 Block/Unit: 9 Lot: 15,550000,R1 Single Detached Residential District,Single Family Dwelling,461,2016,2409,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
553 HILLCREST RD SW,856643,Plan: 1513207 Block/Unit: 18 Lot: 8,311000,R2-T Townhouse Residential District,Freehold Townhouse,219,2016,1389,2 Storey,Yes,Yes,Yes,Yes,None,No
156 HILLCREST DR SW,855030,Plan: 1413171 Block/Unit: 6 Lot: 4,489000,R1 Single Detached Residential District,Single Family Dwelling,385,2016,2256,2 Storey,None,Yes,Yes,Yes,Yes,No
343 HILLCREST DR SW,856635,Plan: 1513207 Block/Unit: 15 Lot: 18,339000,R2-T Townhouse Residential District,Freehold Townhouse,269,2015,1506,2 Storey,Yes,Yes,No,Yes,None,No
18 HILLCREST TC SW,854835,Plan: 1412170 Block/Unit: 8 Lot: 19,425000,R1 Single Detached Residential District,Single Family Dwelling,364,2016,1910,2 Storey,None,Yes,Yes,Yes,Yes,No
586 HILLCREST RD SW,856652,Plan: 1513207 Block/Unit: 15 Lot: 14,317000,R2-T Townhouse Residential District,Freehold Townhouse,282,2015,1509,2 Storey,None,Yes,No,Yes,None,No
312 HILLCREST DR SW,856626,Plan: 1513207 Block/Unit: 20 Lot: 18,440000,R1 Single Detached Residential District,Single Family Dwelling,440,2016,2032,2 Storey,None,Yes,Yes,Yes,Yes,No
244 HILLCREST DR SW,856605,Plan: 1513207 Block/Unit: 20 Lot: 1,558000,R1 Single Detached Residential District,Single Family Dwelling,652,2016,2481,2 Storey,Yes,Yes,Yes,Yes,Yes,No
303 HILLCREST DR SW,856621,Plan: 1513207 Block/Unit: 15 Lot: 28,311000,R2-T Townhouse Residential District,Freehold Townhouse,290,2015,1434,2 Storey,None,Yes,No,Yes,None,No
697 HILLCREST RD SW,856693,Plan: 1513207 Block/Unit: 14 Lot: 3,295000,R2-T Townhouse Residential District,Freehold Townhouse,213,2016,1368,2 Storey,None,Yes,Yes,Yes,None,No
57 HILLCREST SQ SW,858479,Plan: 1710281 Block/Unit: 14 Lot: 4,300000,R2-T Townhouse Residential District,Freehold Townhouse,163,2016,1471,2 Storey,None,Yes,No,Yes,None,No
2002 HILLCREST GR SW,851072,Plan: 1211252 Block/Unit: 10 Lot: 1,449000,R1 Single Detached Residential District,Single Family Dwelling,492,2013,2090,2 Storey,Yes,Yes,Yes,Yes,Yes,No
163 HILLCREST HT SW,854820,Plan: 1412170 Block/Unit: 9 Lot: 16,560000,R1 Single Detached Residential District,Single Family Dwelling,451,2016,2522,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
65 HILLCREST SQ SW,858483,Plan: 1710281 Block/Unit: 14 Lot: 2,301000,R2-T Townhouse Residential District,Freehold Townhouse,164,2016,1471,2 Storey,None,Yes,Yes,Yes,None,No
26 HILLCREST ST SW,849701,Plan: 1111752 Block/Unit: 3 Lot: 17,551000,R1-U Urban Standard Residential District,Single Family Dwelling,504,2013,2544,2 Storey,Yes,Yes,Yes,Yes,Yes,No
316 HILLCREST DR SW,856628,Plan: 1513207 Block/Unit: 20 Lot: 19,479000,R1 Single Detached Residential District,Single Family Dwelling,488,2015,2409,2 Storey,None,Yes,Yes,Yes,Yes,No
693 HILLCREST RD SW,856692,Plan: 1513207 Block/Unit: 14 Lot: 4,304000,R2-T Townhouse Residential District,Freehold Townhouse,213,2016,1486,2 Storey,None,Yes,Yes,Yes,None,No
606 HILLCREST RD SW,856662,Plan: 1513207 Block/Unit: 15 Lot: 9,303000,R2-T Townhouse Residential District,Freehold Townhouse,185,2015,1439,2 Storey,None,Yes,No,Yes,None,No
61 HILLCREST SQ SW,858481,Plan: 1710281 Block/Unit: 14 Lot: 3,305000,R2-T Townhouse Residential District,Freehold Townhouse,163,2016,1533,2 Storey,None,Yes,No,Yes,None,No
472 HILLCREST CI SW,854406,Plan: 1411136 Block/Unit: 4 Lot: 34,312000,R2-T Townhouse Residential District,Freehold Townhouse,300,2014,1536,2 Storey,None,Yes,Yes,Yes,None,No
